enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
6170,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,16.0,99.0,,2.0,31,0.0
18044,city_114,0.926,,No relevent experience,Full time course,High School,,0.0,,,0.0,50,0.0
5733,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6.0,500.0,Pvt Ltd,2.0,13,1.0
11571,city_136,0.897,,No relevent experience,,High School,,5.0,,,,55,0.0
20129,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,500.0,Funded Startup,1.0,109,1.0
22416,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,21.0,,,5.0,6,1.0
9724,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,4999.0,Pvt Ltd,1.0,54,0.0
12813,city_136,0.897,,Has relevent experience,no_enrollment,Graduate,STEM,16.0,,,,152,0.0
15764,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,9999.0,Pvt Ltd,5.0,182,0.0
6003,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11.0,500.0,Funded Startup,2.0,45,0.0
11934,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10.0,49.0,Pvt Ltd,4.0,101,1.0
14957,city_103,0.92,,No relevent experience,,,,2.0,,,0.0,68,0.0
12658,city_70,0.698,Male,Has relevent experience,no_enrollment,,,6.0,,,5.0,52,0.0
4181,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Other,0.0,999.0,Pvt Ltd,1.0,16,0.0
30192,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,999.0,Pvt Ltd,1.0,4,0.0
25068,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3.0,99.0,Pvt Ltd,1.0,45,0.0
22356,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,1.0,10.0,Funded Startup,1.0,53,1.0
19170,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,9999.0,Pvt Ltd,1.0,45,0.0
18778,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,999.0,Pvt Ltd,0.0,66,0.0
14242,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,999.0,Pvt Ltd,0.0,160,0.0
21856,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,21.0,9999.0,Pvt Ltd,1.0,138,0.0
8222,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,5.0,,,1.0,31,0.0
17517,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,10000.0,Other,1.0,149,0.0
6934,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6.0,500.0,Funded Startup,1.0,15,1.0
24762,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,5.0,4999.0,Pvt Ltd,0.0,31,0.0
20934,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6.0,,,0.0,2,1.0
25066,city_14,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,16.0,9999.0,Pvt Ltd,2.0,72,0.0
15567,city_114,0.926,Male,No relevent experience,Part time course,Graduate,Business Degree,0.0,10000.0,Pvt Ltd,2.0,14,0.0
9784,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,4999.0,Pvt Ltd,5.0,9,0.0
26517,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,3.0,,,1.0,58,1.0
21598,city_114,0.926,,Has relevent experience,no_enrollment,,,21.0,10.0,Pvt Ltd,0.0,97,0.0
4489,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,,,2.0,135,0.0
2788,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,,,1.0,24,1.0
18069,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,,,1.0,31,0.0
17531,city_90,0.698,,Has relevent experience,Part time course,Masters,STEM,6.0,,,1.0,116,1.0
22385,city_152,0.698,,Has relevent experience,Full time course,Masters,STEM,12.0,,,1.0,44,0.0
13705,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,5.0,10000.0,Pvt Ltd,4.0,102,0.0
32064,city_167,0.921,Male,No relevent experience,Full time course,Graduate,STEM,10.0,4999.0,Public Sector,1.0,48,0.0
29865,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,4999.0,Pvt Ltd,5.0,36,0.0
28622,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,,,7.0,49.0,Pvt Ltd,1.0,122,0.0
99,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,21.0,,,5.0,56,1.0
27549,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,9999.0,Pvt Ltd,3.0,62,0.0
31170,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,10.0,Pvt Ltd,1.0,143,0.0
21626,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5.0,99.0,Pvt Ltd,1.0,30,1.0
30861,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,4.0,99.0,Pvt Ltd,1.0,25,0.0
16019,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,13.0,10000.0,Pvt Ltd,4.0,10,1.0
11840,city_40,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,3.0,99.0,Pvt Ltd,1.0,9,0.0
8902,city_103,0.92,Male,No relevent experience,no_enrollment,,,1.0,,,0.0,25,0.0
5747,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,500.0,Pvt Ltd,2.0,79,0.0
16204,city_103,0.92,,Has relevent experience,no_enrollment,Masters,Business Degree,4.0,,,1.0,73,1.0
5602,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4.0,500.0,NGO,1.0,258,0.0
18970,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,7.0,10000.0,Pvt Ltd,1.0,28,0.0
7938,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3.0,500.0,Pvt Ltd,3.0,19,1.0
24019,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21.0,99.0,Pvt Ltd,5.0,216,1.0
10001,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5.0,,,0.0,6,1.0
1979,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,9.0,500.0,Pvt Ltd,0.0,5,1.0
25994,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18.0,,,5.0,24,0.0
11017,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,4.0,500.0,Pvt Ltd,1.0,106,0.0
9284,city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,5.0,,,3.0,54,1.0
1060,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,500.0,Pvt Ltd,5.0,24,0.0
6763,city_100,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,10.0,500.0,Pvt Ltd,5.0,116,0.0
1964,city_134,0.698,,No relevent experience,Full time course,High School,,3.0,,Pvt Ltd,0.0,64,0.0
6293,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,49.0,,1.0,106,0.0
4710,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2.0,,,0.0,51,0.0
31323,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,4999.0,Pvt Ltd,1.0,40,0.0
2807,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,99.0,Pvt Ltd,1.0,26,0.0
32255,city_23,0.899,,Has relevent experience,,Graduate,Business Degree,2.0,,,1.0,28,0.0
19092,city_90,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,6.0,49.0,,1.0,178,0.0
26193,city_145,0.555,Male,No relevent experience,Full time course,Graduate,STEM,7.0,49.0,Pvt Ltd,1.0,102,1.0
4639,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,15.0,99.0,Pvt Ltd,2.0,124,0.0
12853,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15.0,500.0,Pvt Ltd,5.0,34,0.0
7247,city_97,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,11.0,49.0,Early Stage Startup,1.0,46,0.0
7,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,13.0,,,1.0,18,0.0
15575,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,99.0,Pvt Ltd,1.0,16,0.0
11163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,99.0,NGO,2.0,158,0.0
2527,city_104,0.924,Male,No relevent experience,Full time course,High School,,4.0,4999.0,Pvt Ltd,1.0,102,1.0
17797,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6.0,10000.0,Pvt Ltd,1.0,37,0.0
8892,city_7,0.647,,No relevent experience,no_enrollment,Graduate,STEM,1.0,,,0.0,33,0.0
5163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,,,1.0,3,1.0
28889,city_114,0.926,Male,Has relevent experience,no_enrollment,,,7.0,999.0,Other,3.0,80,1.0
1011,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4.0,,,0.0,31,1.0
4923,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,10000.0,Pvt Ltd,1.0,59,1.0
21447,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1.0,,,1.0,4,1.0
31357,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,4999.0,Pvt Ltd,5.0,50,0.0
12118,city_152,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,21.0,10.0,Pvt Ltd,0.0,56,0.0
33133,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,10000.0,Pvt Ltd,1.0,82,0.0
6306,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,10.0,Pvt Ltd,5.0,90,0.0
15204,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Humanities,21.0,10.0,NGO,5.0,88,0.0
23532,city_103,0.92,,No relevent experience,no_enrollment,,,4.0,,,,46,0.0
16300,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4.0,99.0,Pvt Ltd,1.0,28,1.0
15428,city_76,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6.0,4999.0,Pvt Ltd,2.0,56,0.0
7407,city_55,0.7390000000000001,Male,No relevent experience,Full time course,Masters,STEM,5.0,,,1.0,50,1.0
2204,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,500.0,Pvt Ltd,1.0,29,0.0
17455,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,99.0,Pvt Ltd,5.0,36,0.0
26090,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,16.0,4999.0,Pvt Ltd,1.0,19,0.0
23124,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2.0,500.0,,2.0,54,0.0
1413,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,5.0,,,0.0,35,0.0
30757,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,14.0,99.0,Pvt Ltd,4.0,44,1.0
4684,city_23,0.899,Male,No relevent experience,Full time course,Graduate,STEM,2.0,,Pvt Ltd,0.0,28,0.0
18772,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,4999.0,Pvt Ltd,5.0,55,0.0
19902,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2.0,,,1.0,148,1.0
16301,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,99.0,Pvt Ltd,2.0,19,0.0
32428,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,20.0,99.0,,1.0,16,1.0
25853,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,7.0,,,1.0,112,0.0
19592,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,,,3.0,65,1.0
1187,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15.0,10000.0,Pvt Ltd,5.0,10,0.0
27645,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,21.0,,,5.0,76,1.0
23530,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,5.0,10000.0,Pvt Ltd,1.0,68,1.0
7010,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,10.0,Pvt Ltd,1.0,4,0.0
24963,city_21,0.624,Female,Has relevent experience,no_enrollment,,,5.0,,,1.0,39,0.0
14902,city_54,0.856,Male,Has relevent experience,Full time course,Graduate,STEM,8.0,99.0,Pvt Ltd,5.0,18,1.0
28953,city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,No Major,2.0,,,1.0,7,1.0
12719,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,4.0,10.0,Pvt Ltd,1.0,45,0.0
8383,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,,,1.0,106,0.0
28677,city_103,0.92,Male,Has relevent experience,,Graduate,Humanities,21.0,500.0,NGO,1.0,2,0.0
30954,city_57,0.866,Male,No relevent experience,Full time course,Graduate,STEM,4.0,,,0.0,87,0.0
14148,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,,,1.0,92,0.0
6766,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,99.0,Funded Startup,5.0,25,0.0
16338,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,99.0,Pvt Ltd,1.0,88,0.0
13760,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,99.0,Pvt Ltd,1.0,26,1.0
19481,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,11.0,500.0,,1.0,8,0.0
17544,city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,3.0,,,0.0,39,1.0
19984,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4.0,4999.0,Pvt Ltd,3.0,157,1.0
21776,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,500.0,Pvt Ltd,5.0,72,0.0
19910,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7.0,,,1.0,290,1.0
13290,city_142,0.727,Male,Has relevent experience,,Graduate,STEM,6.0,,,1.0,122,1.0
9074,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,,,3.0,48,1.0
28793,city_41,0.8270000000000001,Male,No relevent experience,Full time course,High School,,8.0,,,2.0,214,0.0
19113,city_114,0.926,,No relevent experience,no_enrollment,Primary School,,5.0,,,0.0,19,0.0
21437,city_123,0.738,Male,No relevent experience,no_enrollment,Phd,STEM,21.0,,,5.0,50,1.0
6543,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,No Major,21.0,4999.0,Pvt Ltd,5.0,28,0.0
17507,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9.0,,,1.0,49,1.0
11843,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,,,1.0,107,0.0
22782,city_36,0.893,Male,No relevent experience,Full time course,Masters,STEM,7.0,999.0,Public Sector,1.0,35,0.0
21875,city_74,0.579,Male,No relevent experience,,,,1.0,,,1.0,4,0.0
22664,city_102,0.804,,No relevent experience,,Graduate,STEM,8.0,500.0,Pvt Ltd,1.0,16,1.0
28553,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,15.0,99.0,Funded Startup,2.0,8,0.0
17362,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4.0,49.0,Pvt Ltd,1.0,26,1.0
2963,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,0.0,,,0.0,23,0.0
22543,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Humanities,10.0,99.0,Pvt Ltd,1.0,31,0.0
17201,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,500.0,Pvt Ltd,0.0,2,1.0
33228,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10.0,,,5.0,43,0.0
32050,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6.0,10000.0,Pvt Ltd,1.0,100,0.0
843,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,21.0,,,1.0,57,0.0
31780,city_114,0.926,,No relevent experience,no_enrollment,Graduate,STEM,14.0,49.0,Pvt Ltd,1.0,198,0.0
3457,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,4999.0,NGO,5.0,50,0.0
16636,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15.0,99.0,Pvt Ltd,1.0,24,0.0
20131,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2.0,,,1.0,8,0.0
27346,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,21.0,99.0,Funded Startup,2.0,8,0.0
1282,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,19.0,10000.0,Pvt Ltd,5.0,21,0.0
33282,city_21,0.624,Male,Has relevent experience,no_enrollment,,,7.0,,,1.0,272,1.0
17401,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,9.0,,,0.0,20,0.0
5193,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,16.0,49.0,Funded Startup,4.0,144,0.0
11737,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,21.0,10.0,Pvt Ltd,4.0,80,0.0
1545,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,99.0,Pvt Ltd,4.0,55,0.0
4554,city_21,0.624,,No relevent experience,Part time course,Masters,STEM,1.0,9999.0,Pvt Ltd,1.0,55,1.0
12200,city_102,0.804,Other,Has relevent experience,no_enrollment,Graduate,STEM,18.0,99.0,Pvt Ltd,3.0,37,1.0
7830,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,6.0,99.0,Pvt Ltd,5.0,31,0.0
19409,city_21,0.624,,Has relevent experience,,Graduate,STEM,14.0,,,5.0,154,1.0
24136,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,2.0,,,0.0,134,0.0
4014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,99.0,Pvt Ltd,4.0,22,0.0
24999,city_36,0.893,,No relevent experience,no_enrollment,Masters,Other,9.0,10000.0,Pvt Ltd,4.0,14,0.0
18168,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,10000.0,Pvt Ltd,1.0,30,0.0
28241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21.0,99.0,Funded Startup,5.0,77,0.0
1901,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,99.0,Funded Startup,1.0,40,1.0
9477,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2.0,49.0,Pvt Ltd,1.0,218,0.0
5407,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3.0,,,1.0,117,0.0
21171,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,21.0,99.0,Pvt Ltd,2.0,11,1.0
27048,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,,,1.0,41,0.0
23517,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4.0,,,0.0,21,0.0
13752,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,7.0,99.0,Pvt Ltd,1.0,15,0.0
6214,city_65,0.802,,No relevent experience,no_enrollment,High School,,0.0,,,0.0,35,0.0
13636,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,18.0,49.0,Early Stage Startup,1.0,16,0.0
19206,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,99.0,Public Sector,1.0,15,0.0
14747,city_36,0.893,Male,No relevent experience,Full time course,High School,,2.0,500.0,Pvt Ltd,1.0,30,0.0
24342,city_27,0.848,,No relevent experience,no_enrollment,Graduate,STEM,15.0,10.0,Pvt Ltd,1.0,60,0.0
4772,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,,,3.0,14,0.0
584,city_142,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,8.0,,,3.0,168,1.0
21676,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,,,1.0,8,0.0
18807,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Humanities,18.0,9999.0,NGO,3.0,65,0.0
10101,city_136,0.897,,Has relevent experience,Part time course,Masters,STEM,4.0,10.0,Funded Startup,1.0,105,0.0
14535,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7.0,500.0,Pvt Ltd,1.0,43,0.0
29235,city_41,0.8270000000000001,Male,No relevent experience,no_enrollment,Phd,STEM,21.0,,,5.0,16,0.0
22687,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,1.0,4999.0,Pvt Ltd,,131,0.0
23621,city_103,0.92,Male,No relevent experience,Full time course,High School,,9.0,,,0.0,55,1.0
15142,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,11.0,,,2.0,33,1.0
1505,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,12.0,500.0,Pvt Ltd,3.0,30,0.0
30988,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,,,1.0,28,0.0
7870,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,11.0,10000.0,Pvt Ltd,2.0,19,0.0
14020,city_1,0.847,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,99.0,Pvt Ltd,1.0,59,0.0
16443,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3.0,10000.0,Pvt Ltd,1.0,106,0.0
17431,city_71,0.884,,Has relevent experience,Full time course,Graduate,STEM,8.0,,,,39,0.0
29542,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,11.0,99.0,Pvt Ltd,5.0,26,1.0
32715,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,99.0,Funded Startup,1.0,2,0.0
15647,city_43,0.516,Female,No relevent experience,no_enrollment,Graduate,STEM,3.0,,,1.0,46,1.0
13493,city_89,0.925,Female,No relevent experience,Full time course,Graduate,STEM,4.0,,,0.0,19,1.0
8957,city_42,0.563,,Has relevent experience,no_enrollment,Graduate,STEM,11.0,10.0,Early Stage Startup,0.0,54,1.0
12938,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,1.0,49.0,Pvt Ltd,1.0,64,1.0
968,city_160,0.92,,Has relevent experience,Full time course,Masters,STEM,8.0,,Public Sector,5.0,35,0.0
33149,city_145,0.555,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,10.0,Pvt Ltd,1.0,25,0.0
19126,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,49.0,Funded Startup,2.0,14,0.0
16305,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3.0,,,0.0,74,0.0
28162,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2.0,500.0,Pvt Ltd,1.0,72,0.0
2310,city_102,0.804,Female,Has relevent experience,no_enrollment,Graduate,STEM,5.0,99.0,Pvt Ltd,0.0,62,0.0
13935,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,,,5.0,5,1.0
19379,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,4999.0,Pvt Ltd,5.0,26,0.0
10157,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,21.0,10000.0,Pvt Ltd,5.0,74,0.0
8143,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,0.0,10000.0,Pvt Ltd,4.0,66,1.0
28417,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7.0,99.0,NGO,4.0,157,1.0
12001,city_158,0.7659999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,14.0,500.0,Pvt Ltd,1.0,112,0.0
3257,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,500.0,Pvt Ltd,1.0,88,1.0
28046,city_59,0.775,Female,Has relevent experience,no_enrollment,Graduate,STEM,7.0,500.0,Pvt Ltd,3.0,96,1.0
1534,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8.0,,,1.0,19,1.0
31961,city_16,0.91,Female,No relevent experience,no_enrollment,Masters,Business Degree,21.0,,,1.0,63,1.0
1337,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,7.0,99.0,Pvt Ltd,4.0,53,0.0
9096,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21.0,99.0,Pvt Ltd,5.0,28,1.0
32904,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,4999.0,Pvt Ltd,4.0,54,0.0
19115,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,9.0,10000.0,Pvt Ltd,2.0,106,0.0
29998,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,49.0,Pvt Ltd,1.0,16,0.0
6120,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,,,2.0,45,0.0
12727,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,49.0,Pvt Ltd,1.0,2,0.0
18066,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,8.0,10.0,Early Stage Startup,1.0,166,0.0
30193,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5.0,500.0,Pvt Ltd,2.0,96,0.0
16159,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,15.0,4999.0,Pvt Ltd,2.0,112,0.0
14930,city_10,0.895,Male,No relevent experience,Full time course,Masters,STEM,10.0,500.0,Public Sector,2.0,94,0.0
4885,city_75,0.939,Male,No relevent experience,no_enrollment,High School,,19.0,,,5.0,56,0.0
32111,city_102,0.804,Other,No relevent experience,Full time course,High School,,2.0,10000.0,Pvt Ltd,2.0,15,0.0
9686,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,999.0,Pvt Ltd,1.0,15,0.0
5207,city_21,0.624,,No relevent experience,Full time course,High School,,7.0,,,,76,0.0
32310,city_160,0.92,Male,No relevent experience,no_enrollment,High School,,4.0,,,0.0,37,0.0
31607,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15.0,4999.0,NGO,2.0,11,0.0
9128,city_57,0.866,Male,No relevent experience,Full time course,Masters,STEM,5.0,49.0,Public Sector,1.0,31,0.0
19778,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,14.0,49.0,Pvt Ltd,5.0,30,0.0
10965,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3.0,10.0,,1.0,56,0.0
15606,city_138,0.836,,Has relevent experience,no_enrollment,Graduate,STEM,8.0,10000.0,Pvt Ltd,1.0,130,0.0
22383,city_102,0.804,Male,No relevent experience,Full time course,High School,,8.0,,,1.0,64,0.0
29988,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3.0,,,2.0,62,0.0
