id,service_a,service_b,service_c,service_d,service_e,service_f,service_g,service_h,service_i,service_j,service_k,service_l,service_m,service_n
5015,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10720,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6422,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9546,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12032,1,1,1,0,0,0,0,0,0,1,1,0,0,0
14671,1,1,0,0,0,0,0,0,0,1,1,0,1,0
17652,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2183,0,1,0,0,0,0,0,0,0,0,1,0,0,1
13078,1,0,0,0,0,0,0,1,0,1,1,0,0,0
17181,0,1,1,0,0,0,0,0,0,1,1,0,1,1
2939,0,0,0,0,0,0,0,1,0,1,1,0,0,1
10250,1,1,1,1,1,0,0,1,0,1,1,1,1,0
16584,1,1,1,0,0,0,0,0,0,1,1,1,1,0
7071,1,1,1,0,0,0,0,1,0,1,1,0,0,1
15244,1,1,1,0,0,0,0,1,0,1,1,0,0,0
15660,1,0,1,0,0,0,1,1,1,0,0,0,0,0
13962,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3799,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9148,1,1,1,0,0,0,0,0,0,1,1,0,0,0
12066,1,1,0,0,0,0,0,0,0,0,1,0,0,0
12227,1,1,1,0,0,0,0,0,0,1,1,0,0,1
8866,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10474,1,1,0,0,0,1,0,0,0,1,1,0,0,1
7285,0,0,0,0,1,0,0,1,0,1,1,1,1,1
17153,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13282,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2590,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10593,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1150,1,1,1,0,1,0,0,0,0,1,1,0,0,0
97,1,1,1,0,0,0,0,0,0,1,1,0,0,0
9176,0,0,0,0,0,0,0,1,0,1,1,0,0,1
13652,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13719,1,0,0,0,1,0,0,0,0,1,1,0,0,0
7642,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17267,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2705,1,1,1,0,0,0,1,1,0,1,1,0,0,1
2307,1,1,1,0,0,1,1,1,0,1,1,0,0,0
15756,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4873,1,1,1,0,0,0,0,1,0,0,0,0,0,1
12797,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17021,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10933,1,1,1,0,0,1,0,1,0,1,1,1,1,1
15217,0,1,0,0,0,0,1,0,0,1,1,0,0,0
8570,1,1,1,0,0,0,0,0,0,1,1,0,0,1
1994,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2805,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3659,1,0,0,0,0,0,0,0,0,1,1,0,0,0
168,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8776,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10463,1,1,1,0,0,0,0,1,0,1,0,1,1,1
16485,1,0,0,0,0,1,1,0,0,0,0,0,0,1
13121,1,1,1,0,0,0,0,1,0,1,1,1,1,1
8078,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5972,1,0,0,0,0,0,0,1,0,1,1,1,0,0
5148,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4158,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11259,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9666,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3314,0,0,0,0,0,0,0,0,0,1,1,0,0,0
806,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16204,1,1,0,0,0,0,0,1,0,1,1,0,0,0
8932,1,1,1,0,0,0,0,1,1,0,0,0,0,1
15250,1,1,1,0,0,0,1,1,0,1,1,1,1,1
11567,1,1,1,0,1,0,0,1,0,1,1,0,0,1
4051,1,1,1,0,0,0,0,1,0,0,1,0,0,1
17964,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18124,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2190,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2129,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8889,1,0,1,0,0,0,0,0,0,1,1,0,0,1
8549,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12638,1,1,1,0,0,0,1,1,0,1,1,0,0,0
9063,1,0,0,0,0,0,0,0,0,1,1,0,0,0
7609,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5291,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16175,1,0,0,0,0,1,0,0,0,0,0,0,0,0
983,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17282,1,1,1,0,0,0,0,0,0,1,1,0,0,0
1307,1,1,1,0,0,0,0,1,0,0,0,0,0,1
8065,1,1,1,0,0,0,0,0,0,1,1,1,1,1
11467,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10319,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16171,1,0,0,1,1,0,0,0,0,0,1,1,1,1
3885,1,1,1,0,0,0,0,0,0,1,1,0,0,0
6566,0,0,0,0,0,0,0,0,0,1,1,0,0,0
202,1,0,0,1,1,0,0,1,0,1,0,0,1,1
1841,1,1,1,0,0,0,0,0,0,1,1,0,0,0
18246,1,1,0,0,0,0,0,0,0,1,1,0,0,0
17690,1,1,0,0,0,0,0,0,0,1,1,0,0,1
2346,1,0,0,0,0,0,0,1,0,1,1,1,1,0
9994,1,1,1,0,0,0,0,1,0,1,1,0,0,0
11206,0,1,0,0,0,0,0,1,0,1,1,0,0,0
14492,0,0,1,0,0,0,0,1,0,1,1,0,0,1
9401,1,1,1,0,0,0,0,0,0,1,0,0,0,0
8963,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9718,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10657,1,0,0,1,0,0,0,1,0,1,0,1,1,0
15952,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6481,0,0,0,0,0,0,0,1,0,1,1,0,0,0
10520,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5699,1,0,0,0,0,0,0,1,0,1,1,0,0,0
11142,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6806,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12881,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3439,1,1,0,0,0,0,0,1,0,1,1,1,1,0
16247,1,1,1,0,0,1,1,1,0,1,1,0,0,0
15570,0,0,0,0,0,0,0,0,0,1,1,0,0,1
95,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11381,1,1,1,0,0,0,0,1,0,1,1,0,0,1
7736,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1617,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5106,0,0,0,0,0,0,0,1,0,1,1,0,0,1
12943,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12249,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13357,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2034,1,1,1,0,0,0,0,0,0,1,1,0,0,0
12106,0,0,1,0,0,1,1,1,0,0,0,0,0,0
7571,0,1,0,0,0,0,0,0,0,1,1,0,0,0
13281,1,0,0,0,0,0,0,0,0,1,1,0,0,0
5966,1,1,0,0,0,0,0,1,0,1,1,1,1,0
10332,1,1,1,0,0,0,0,0,0,1,1,1,1,0
17408,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1330,0,0,0,0,0,0,0,0,0,1,1,1,0,0
892,1,0,0,0,0,0,0,1,0,1,1,0,0,0
16672,1,0,1,0,0,0,0,1,0,0,1,1,0,0
7581,1,1,1,0,0,0,0,0,0,1,1,0,0,0
8182,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,1,0,1,1,0,0,0
17835,0,0,0,0,0,0,0,1,0,1,1,0,0,0
12265,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1586,0,0,0,0,0,0,0,0,0,1,1,0,0,1
8910,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12365,0,0,0,0,0,0,1,0,0,1,1,0,1,0
13433,1,0,1,0,0,0,0,1,0,1,1,1,0,0
17334,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2465,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16793,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11846,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11179,1,1,1,0,0,0,0,1,0,1,1,0,0,0
2921,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7777,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9475,0,0,0,0,0,0,0,1,0,1,1,1,0,1
10077,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7547,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8666,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14749,1,1,1,1,1,0,0,1,0,0,1,0,0,0
650,1,0,1,0,0,0,0,1,0,1,1,1,0,1
17732,1,1,1,0,0,0,0,1,0,1,1,1,1,1
11293,1,0,0,0,0,0,0,0,0,1,1,0,0,0
7630,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6971,1,1,1,0,1,0,1,0,1,1,1,0,0,0
352,1,0,0,0,0,0,0,1,0,1,1,0,0,0
5127,1,1,1,1,1,0,0,1,0,1,1,1,1,1
12245,0,0,0,0,0,0,0,1,0,1,1,0,0,0
12960,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3204,1,1,0,0,0,0,0,1,0,1,1,0,0,0
17059,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6571,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16578,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7946,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18074,1,1,0,0,0,0,0,0,0,1,1,0,0,0
16228,0,0,1,0,0,0,1,1,0,1,1,0,0,0
4231,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14821,1,1,1,0,0,0,0,0,0,1,1,0,0,0
17959,1,1,1,0,0,0,1,0,0,0,1,0,0,0
6148,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3839,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10395,1,1,1,0,0,0,0,0,0,1,1,0,0,1
6433,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8725,1,1,0,0,0,0,0,0,0,1,1,0,0,0
10084,1,1,1,0,0,0,0,1,0,0,1,1,1,0
13990,1,1,0,0,0,0,0,0,0,1,1,0,0,0
15004,1,1,0,0,0,0,0,1,0,1,1,0,0,1
14988,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16453,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6860,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1314,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13824,1,1,1,0,0,0,0,0,0,1,1,0,0,1
18182,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16037,1,0,0,0,0,0,0,0,0,1,1,0,0,0
16775,1,0,0,0,0,0,0,1,0,1,1,0,0,0
6108,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9292,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3963,0,1,0,0,0,0,0,1,0,1,1,0,0,0
12940,1,1,1,0,0,0,0,0,0,1,1,0,0,1
13637,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3695,1,1,1,0,1,0,0,0,0,1,1,0,0,0
14933,0,0,0,0,0,0,0,1,0,1,1,0,0,0
13535,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12526,0,0,0,0,0,0,0,0,0,1,1,0,0,1
15220,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6927,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5168,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16333,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1297,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6429,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13291,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11601,1,1,1,0,0,0,0,0,0,1,1,0,0,0
358,0,0,0,0,0,0,0,0,0,1,1,0,0,0
662,1,1,1,0,0,0,0,0,0,0,0,0,0,0
17018,1,0,0,0,0,0,0,0,0,1,1,0,0,0
6197,0,1,0,0,0,0,0,1,0,0,1,0,0,0
16023,0,0,0,1,0,0,0,1,0,1,1,0,0,0
6273,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1207,0,0,0,0,0,0,0,1,0,1,0,0,0,1
17046,0,0,0,0,0,0,0,1,0,1,1,1,1,1
11039,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15188,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8318,1,0,1,0,0,0,0,1,0,1,1,0,0,0
3862,1,0,0,0,0,0,0,0,0,1,1,0,0,1
12913,1,0,0,0,0,0,0,1,0,1,1,0,0,0
13170,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8162,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10022,0,0,0,0,0,0,0,0,0,1,1,0,0,1
17592,0,0,0,0,0,0,0,1,0,1,1,0,0,0
14204,0,0,0,0,0,0,0,1,0,1,1,0,0,1
5761,1,1,1,0,0,1,1,1,0,1,1,0,0,0
17338,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15135,1,1,1,0,0,0,0,1,0,0,1,0,0,0
15687,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13317,0,0,0,0,0,0,0,1,0,1,1,0,0,0
17237,0,0,0,0,0,0,0,0,0,1,1,1,1,0
8815,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4542,1,1,1,0,0,0,0,1,0,1,1,0,0,1
13695,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6549,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3639,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7159,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12628,1,1,1,0,0,1,0,0,0,1,1,0,0,0
1832,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4277,1,1,1,0,0,0,0,0,0,1,1,0,0,0
740,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2314,1,1,0,0,0,0,0,0,0,1,1,0,0,0
8139,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7526,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1648,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11418,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4614,1,1,0,0,0,1,0,0,0,1,1,0,0,0
7108,0,0,0,0,0,0,0,0,0,1,1,0,0,1
13917,1,0,0,0,1,0,0,0,0,1,1,1,1,0
12293,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11919,1,0,0,0,0,0,0,1,0,1,1,0,0,1
6465,0,0,0,0,0,0,0,0,0,1,0,1,1,1
5838,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13745,1,0,0,0,0,0,0,1,0,1,1,0,0,0
767,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13698,1,0,1,0,0,0,0,0,0,1,1,0,0,1
4480,1,1,0,0,0,0,0,1,0,1,1,0,0,0
17795,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10962,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15747,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15669,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15179,0,1,1,0,0,0,0,1,0,0,1,1,0,0
8067,0,0,0,0,1,0,0,1,0,1,1,0,0,1
2960,0,0,0,0,0,0,0,0,0,1,1,0,0,0
952,1,1,0,0,0,0,0,1,0,1,1,0,0,0
7886,1,1,1,0,0,0,0,0,0,1,0,0,0,0
9711,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4436,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9945,1,1,1,0,0,0,0,0,0,1,1,0,0,0
6375,1,1,0,0,0,0,0,1,0,1,1,0,0,1
13918,0,0,0,0,0,0,0,0,0,1,1,0,0,1
325,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4364,1,0,1,0,0,0,0,0,0,1,1,0,0,0
8940,1,0,0,0,0,0,0,1,0,1,1,1,0,0
17751,1,1,1,0,0,0,0,0,0,1,1,0,0,0
16439,1,1,0,0,0,0,0,0,0,1,1,0,0,1
10298,0,1,1,0,0,0,0,0,0,1,1,0,0,1
7399,1,0,0,0,0,0,0,0,0,1,1,0,0,1
11903,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14744,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6034,1,1,1,0,0,0,0,0,0,1,1,0,0,0
5324,1,0,1,0,0,0,0,0,0,1,0,0,0,1
8110,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1030,0,1,1,0,0,0,0,1,0,1,1,0,0,0
3342,1,0,0,0,0,0,0,0,0,1,1,0,0,1
9419,1,0,1,0,0,0,0,1,0,1,1,0,0,1
4191,1,1,1,0,0,0,0,0,0,1,1,0,0,0
178,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11509,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8184,1,1,1,0,0,0,1,0,0,1,1,0,0,1
15344,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11042,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1152,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11269,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3153,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3330,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4370,1,1,0,0,0,0,0,0,0,1,1,0,0,0
6634,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11690,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2747,0,0,0,0,0,0,0,1,0,1,1,1,1,0
11799,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17954,1,1,0,0,0,0,0,0,0,1,1,0,0,0
7117,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16556,0,0,0,0,0,0,0,0,0,0,1,1,1,0
16925,1,1,1,0,0,0,0,1,0,1,1,0,0,1
15982,1,0,0,0,0,0,0,1,0,1,1,1,1,0
3674,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4870,1,1,1,0,0,0,0,1,0,1,1,0,0,0
13113,0,0,0,0,0,0,0,0,0,1,1,0,0,0
762,0,0,0,0,0,0,0,0,0,1,1,1,1,0
8941,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13249,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9323,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13308,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11713,1,0,0,0,0,0,0,1,0,1,1,0,0,1
14317,1,0,1,0,0,0,0,0,0,1,1,0,0,1
16880,1,1,0,0,0,0,0,0,0,1,1,0,0,0
10140,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11649,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7652,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3206,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6092,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2777,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6455,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10195,1,0,1,0,0,0,0,1,0,1,1,1,1,1
3732,0,0,0,0,0,0,0,1,0,1,1,0,0,0
10132,1,1,1,0,0,0,1,1,0,1,0,0,0,0
5974,1,0,0,0,0,0,0,0,0,1,1,0,0,1
16113,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12240,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3733,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5345,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17702,0,0,0,0,0,0,0,1,1,1,1,0,0,1
2470,1,0,0,0,0,0,0,0,0,1,1,0,0,1
17368,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10705,0,1,0,0,0,0,0,0,0,1,1,0,0,1
7169,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4968,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13624,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10904,1,1,1,0,0,0,0,0,0,1,0,0,0,0
7910,1,1,0,0,0,0,0,0,0,1,1,0,0,0
5605,1,1,1,0,0,0,0,1,0,1,1,0,0,0
198,1,1,1,0,0,0,1,0,0,1,1,0,0,0
11719,0,0,0,0,0,0,0,1,0,1,1,0,0,0
7631,1,0,1,0,0,0,0,1,1,1,1,0,0,1
13138,1,1,0,0,0,0,1,0,0,1,1,0,0,0
3898,1,1,0,0,0,0,0,1,0,1,1,0,0,1
5989,1,1,1,0,1,0,0,1,0,1,1,0,0,1
3681,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2466,1,1,1,0,1,0,0,1,1,1,1,1,0,0
16834,0,0,0,0,0,1,0,1,1,0,0,0,0,0
6748,1,0,0,1,0,0,0,0,0,0,1,1,1,0
9051,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17394,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11238,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3793,1,0,1,0,0,0,0,0,0,1,1,0,0,0
3024,1,1,1,0,0,0,0,0,0,1,1,0,0,0
13065,1,1,1,0,1,0,0,0,0,1,1,0,0,1
10594,1,0,1,0,0,0,0,1,1,1,1,0,0,0
2820,1,0,1,0,0,0,0,1,0,1,1,0,0,0
17920,0,0,0,0,0,0,0,1,0,1,1,1,1,0
16731,1,0,1,0,0,1,1,0,0,1,1,0,0,0
989,0,0,0,0,0,0,0,1,0,1,1,0,0,0
403,0,0,0,0,0,0,0,0,0,1,1,0,0,1
14368,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11297,0,0,0,0,0,0,0,1,0,1,1,1,1,0
15723,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2651,1,0,0,0,0,0,0,1,0,1,1,0,0,1
891,1,1,0,0,0,0,0,0,0,1,1,0,0,0
3523,1,1,0,0,0,0,0,0,0,1,1,0,0,0
5956,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16126,1,0,0,1,1,0,0,1,0,0,0,1,1,0
14517,0,0,0,1,1,0,0,0,0,1,1,1,1,1
2250,1,1,0,0,0,0,0,1,0,1,0,0,0,1
6317,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1944,1,0,0,0,0,0,0,1,0,1,1,0,0,0
8539,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7215,0,0,1,0,0,0,0,0,0,1,1,0,0,0
9750,0,0,0,0,0,0,0,0,0,1,1,0,0,0
299,1,1,1,0,0,1,1,0,0,1,1,0,0,0
6785,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10031,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18249,1,1,1,0,1,0,1,1,0,1,0,0,0,1
4096,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12513,1,1,1,0,0,0,1,0,0,0,0,0,0,0
14244,1,1,0,0,0,0,0,1,1,1,0,0,0,0
12962,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7355,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8814,0,0,0,0,0,0,0,0,0,1,1,0,0,1
9010,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11285,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9922,0,0,0,0,0,0,0,0,0,1,1,0,0,1
18001,1,1,1,0,0,0,0,1,0,1,1,1,1,0
16554,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15981,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1762,0,0,0,0,0,0,0,1,0,1,1,0,0,0
17166,0,1,1,1,1,0,1,0,0,1,1,1,1,0
9621,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8970,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5905,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5963,1,1,0,0,0,0,0,0,0,1,1,0,0,0
8875,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10721,0,0,1,0,1,0,0,0,0,1,1,1,1,0
5744,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11507,1,0,1,0,0,0,0,0,0,1,1,0,0,0
9629,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2287,0,0,1,0,0,0,0,0,0,1,1,1,1,0
6391,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9372,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16817,1,1,0,0,0,0,0,1,0,1,1,0,0,0
9576,0,0,0,0,0,0,0,0,0,0,1,0,0,1
555,1,0,0,0,0,0,0,0,0,1,1,1,1,1
5293,1,0,0,0,0,0,0,0,0,1,1,0,0,0
7382,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5267,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11173,1,0,0,0,0,0,0,1,1,0,0,0,0,0
12501,1,1,0,0,0,0,0,1,0,1,1,0,0,0
17075,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7510,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15546,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6674,0,0,0,0,0,0,0,1,0,1,1,0,0,1
17555,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,1,0,0,0,0,0,0,0,0,1,1,1,1,0
1526,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9457,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9911,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16652,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9238,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3841,1,1,0,0,0,0,0,0,0,1,0,0,0,1
8693,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2237,1,1,1,0,0,0,0,1,0,1,1,1,0,1
13512,0,0,0,0,0,0,0,0,0,1,1,0,0,0
429,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17982,0,0,0,1,0,0,0,0,0,1,1,0,0,0
14451,0,0,0,0,0,0,0,0,0,1,1,0,0,0
209,1,0,0,0,0,0,0,0,1,1,1,0,0,0
8077,0,0,1,0,0,0,0,0,0,1,1,0,0,0
15154,0,0,0,0,0,0,0,0,0,1,1,0,0,1
13131,1,1,1,0,0,0,1,1,0,1,1,0,0,0
9719,0,1,0,0,0,0,1,0,0,1,1,0,0,0
8728,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4115,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1494,1,0,0,0,0,0,0,0,0,1,1,0,0,1
15984,0,0,0,0,0,0,0,0,0,1,1,0,0,1
12880,0,0,0,0,0,0,1,1,0,1,1,0,0,1
8383,1,1,0,0,0,0,0,0,0,1,1,0,0,0
18178,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16106,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16947,0,0,0,0,0,0,0,0,0,1,1,0,0,0
672,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4648,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9080,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14997,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6133,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10977,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1046,1,1,0,0,0,0,0,0,0,1,1,0,0,0
13177,1,0,0,0,0,0,0,0,0,1,0,0,0,0
