user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image_top_1,deal_probability
6acaa610420a,Челябинская область,Челябинск,Недвижимость,Квартиры,Сниму,На длительный срок,1,Сниму 1-к квартиру,"сниму от собственника /
однокомнатную в центре./
звоните./
спасибо заранее./
смс переписку не веду.",10000.0,10,2017-03-27,Private,2220.0,0.0
106a9a2c8a21,Краснодарский край,Новороссийск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Джинсы,25,Двое джинс 25 -26 р,"1. Джинсы Diesel надевались пару раз состояние отличное . Р 25-26 /
2. Джинсы FB состояние отличное р 25-26 /
Все постиранное цена 1000 за все писать здесь либо Вацап",1000.0,67,2017-03-26,Company,567.0,0.0
c251495a765d,Ханты-Мансийский АО,Белоярский,Для дома и дачи,Мебель и интерьер,Шкафы и комоды,,,Стенка,"Продаётся стенка , в отличном состоянии ! Находится посёлок Верхнеказымский",10000.0,11,2017-03-15,Private,1490.0,0.0
6955e85d2e8e,Ставропольский край,Георгиевск,Для дома и дачи,Мебель и интерьер,Шкафы и комоды,,,Центральная секция Бьюти,"Уважаемые покупатели!В нашем интернет-магазине представлен большой выбор новой мебели по умеренным ценам.Оплата после получения товара.Подробности по телефону и Ватсап.Работаем круглосуточно./
Размеры:1802*1966*460мм/
Неповторимую нежность этой модели придают стёкла с художественным рисунком,покрытые лакобелью.",12200.0,109,2017-03-24,Company,1490.0,0.0
e18d8eca6cb2,Башкортостан,Нефтекамск,Личные вещи,Детская одежда и обувь,Для девочек,Другое,,Футболка демикс новая,Футболка демикс новая на рост 128 см,50.0,15,2017-03-16,Private,627.0,0.0
72ef3ff85368,Пермский край,Пермь,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Джинсы,29,Джинсы и рубашки,"Две пары джинс, две пары брюк ( одни новые). Три рубашки состояние отличное. /
Джинсы и брюки по 500 рублей./
Рубашки по 600/
Пакетом 3000 тысячи /
Размер на 46-48 муж. Или 29-30",500.0,43,2017-03-18,Private,231.0,0.1184
8b7176ee6fd6,Алтайский край,Барнаул,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,40–42 (XS),Платье,Платье в хорошем состоянии.,200.0,64,2017-03-21,Private,572.0,0.0
943b3f7c36e4,Краснодарский край,Сочи,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,Туфли кожа,"Продам туфли на высоком каблуке кремового оттенка размер 37/
Устрою примерку !",400.0,23,2017-03-22,Private,2172.0,0.0
e436e4b25e45,Свердловская область,Екатеринбург,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,22,Ботиночки,"Продам , забирать на Визе",100.0,224,2017-03-28,Private,88.0,0.0
d4c8ebd6bbd6,Краснодарский край,Краснодар,Личные вещи,Товары для детей и игрушки,Детская мебель,,,Кроватка детская,,15000.0,2,2017-03-27,Private,823.0,0.14951
ed3d8ffba9cc,Башкортостан,Уфа,Бытовая электроника,Телефоны,Аксессуары,Запчасти,,Основная задняя iPhone 5S,"Если задняя камера айфона 5S не работает:/
- черный экран в приложении камера)-/
- есть дефекты на фото (полосы, крупные пятна пыли)/
- не работает автофокус/
/
то вследствие повреждений необходима замена модуля камеры./
/
Цена указана за запчасть. Также поможем с уcтановкoй.",600.0,442,2017-03-28,Shop,3050.0,0.0
615d66032425,Ростовская область,Волгодонск,Транспорт,Грузовики и спецтехника,Сельхозтехника,,,Загрузчик сеялок Зус-7К,"Загрузчик агрегатируется со всеми самосвалами имеющими боковую выгрузку: Зил, Газ, Маз, Камаз, Краз, Урал, тракторные телеги и пр./
Управление загрузчиком гидравлическое./
Производительность 25 т/ч./
Загрузчик предназначен для загрузки не только семян и удобрений./
Все модели загрузчиков в наличии, ждать изготовления не нужно./
Отгружаем в день оплаты./
Отправляем во все регионы России.",130000.0,1,2017-03-28,Shop,1291.0,0.0
a5dea53bb906,Воронежская область,Воронеж,Для дома и дачи,Растения,,,,Отростки папоротника Даваллия,Отростки папоротника с корешками. Не в горшке. Разрастается за 1 год до полноценного растения. Неприхотлив в уходе.,200.0,4,2017-03-24,Private,,0.0
830367dbfc5d,Белгородская область,Грайворон,Недвижимость,"Дома, дачи, коттеджи",Продам,Дом,,Дом 50 м² на участке 17 сот.,"продам дом,мебель есть,газ,свет,воды в доме нет,на улице!все вопросы по телефону,торг!",850000.0,4,2017-03-23,Private,1376.0,0.0
611e0292b683,Калининградская область,Калининград,Услуги,Предложение услуг,"Ремонт, строительство","Строительство домов, коттеджей",,Фундаменты,"Изготовим фундаменты как обычные, так и по немецкой технологии, недорого, качественно, быстро.",2000.0,7,2017-03-27,Private,,0.0
c7ed32da7806,Башкортостан,Сибай,Хобби и отдых,Велосипеды,Детские,,,Продажа детского велосипеда,Продам детский велосипед. Совершенно новый.,4000.0,3,2017-03-28,Private,2370.0,0.0
27f353a15eec,Челябинская область,Долгодеревенское,Личные вещи,Товары для детей и игрушки,Товары для кормления,,,Детская смесь от 0-12. Мес. Все сроки в норме. Реб,Все сроки в норме. Ребенок перестал пить смесь. Осталось 7 пачек.,180.0,4,2017-03-27,Private,798.0,0.0
3f5856bea625,Ростовская область,Ростов-на-Дону,Личные вещи,Детская одежда и обувь,Для мальчиков,Другое,,Рубашка 104-110 см,Рубашка LC WAIKIKI. Размер на 4-5 лет. Состояние идеальное,200.0,5,2017-03-20,Private,76.0,0.0
0c8304d84728,Ставропольский край,Новоселицкое,Транспорт,Автомобили,С пробегом,BMW,3 серия,"BMW 3 серия, 2003","Авто в отличном состоянии, продаю или меняю на грузовую газель",450000.0,8,2017-03-20,Private,1132.0,0.13892000000000002
d872ff3cebdc,Татарстан,Альметьевск,Личные вещи,Товары для детей и игрушки,Детская мебель,,,"Комплект мебели ""Щенячий патруль""","В набор входят стол, стул, пенал.",1999.0,1484,2017-03-19,Shop,824.0,0.0
5c1ce0abf13d,Оренбургская область,Оренбург,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Рубашки и блузки,> 50 (XXL),Блуза новая,"bonprix, новая, х/б отделка кружевом, на талии регулируемая кулиска, цвет белый, очень красивая, вещь базовая.",800.0,46,2017-03-28,Private,415.0,0.0
994e21b2d80b,Оренбургская область,Оренбург,Недвижимость,Комнаты,Продам,,,"Комната 17 м² в 1-к, 1/5 эт.","Комната в общежитии, недалеко от улицы Пролетарская, остановка Сухарева. В комнате имеется горячая/холодная вода. Продажа от собственника, все вопросы по телефону",800000.0,30,2017-03-22,Private,,0.03127
7f705eb7b7cc,Башкортостан,Уфа,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Джинсы,32,Джинсовый комбез Zara,"Очень крутой комбез-состояние новой вещи, одет пару раз",3000.0,59,2017-03-21,Private,2106.0,0.0
07d329974edf,Саратовская область,Саратов,Бытовая электроника,Телефоны,Аксессуары,Чехлы и плёнки,,Чехлы на 4 айфон (бесплатно),,,8,2017-03-25,Private,2909.0,0.26499
5f25d0f79878,Красноярский край,Красноярск,Личные вещи,Детская одежда и обувь,Для мальчиков,"Шапки, варежки, шарфы",,Шапочки на малыша,"Трикотажные - 100 руб/
Осень/зима ( синяя ) - 400 руб/
Осень ( мишка ) - 250 руб",100.0,49,2017-03-15,Private,55.0,0.0
f60571cdadda,Красноярский край,Минусинск,Для дома и дачи,Ремонт и строительство,Окна и балконы,,,Оконные рамы,"Оконные рамы, разных размеров б/у, не гнилые, стекла все целые, только покрасить, идеальный вариант для теплицы. Цена за любой блок 50 рублей.",50.0,43,2017-03-26,Private,,0.0
ee42751c5e0f,Ярославская область,Ярославль,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,98-104 см (2-4 года),Курточка детская демисезонная,Хорошее качество,250.0,23,2017-03-17,Private,96.0,0.209
20c119735f6d,Башкортостан,Благовещенск,Транспорт,Грузовики и спецтехника,Грузовики,,,Газ 66,продаётся газ 66. на ходу. с документами. самосвавл. впереди лебёдка. + запчасти. 3 запаски.,140000.0,2,2017-03-23,Private,1077.0,0.0
4da12c114b51,Алтайский край,Барнаул,Бытовая электроника,Телефоны,Samsung,,,Самсунг G350E,"В нормальном состоянии,2 симкарты, экран целый, есть потертости на работу не влияют, не тупит. Батарейку держит хорошо.  В комплекте: зарядка, доки, телефон.",2000.0,45,2017-03-25,Company,2916.0,0.0
4b4aebdcc7e3,Ростовская область,Батайск,Недвижимость,Квартиры,Продам,1,Вторичка,"1-к квартира, 46 м², 5/10 эт.","ВЖМ./
 /
Дому 5 лет. Отличная планировка. Не угловая./
 /
Большая, светлая квартира. Просторный холл./
 /
Сделан ремонт, установлена новая сантехника. Лоджия застеклена./
 /
Ипотека подходит.",1900000.0,8073,2017-03-23,Shop,1295.0,0.03383
5f8d8f704631,Ростовская область,Таганрог,Транспорт,Автомобили,С пробегом,Volkswagen,Vento,"Volkswagen Vento, 1992",можно на запчасти все по телефону,65000.0,4,2017-03-21,Private,2264.0,0.28599
853c79d3a09e,Челябинская область,Челябинск,Для дома и дачи,Бытовая техника,Для кухни,Холодильники и морозильные камеры,,Продам холодильник,продам холодильник NORD в хорошем состоянии . пользовались только летом,8000.0,1,2017-03-24,Private,1806.0,0.0
a012dd9f9a99,Челябинская область,Магнитогорск,Недвижимость,Земельные участки,Продам,"Сельхозназначения (СНТ, ДНП)",,"Участок 25 сот. (СНТ, ДНП)","Породам участок 25 га, земли сельхоз назначения( СНТ, ДНП).",,2,2017-03-16,Private,,0.0
2005a3ba095b,Башкортостан,Уфа,Личные вещи,Красота и здоровье,Средства для похудения,,,Пояс для похудения hot shapers,"Hot Shapers Neotex – новейшая разработка, которая будет полезна людям, желающим побороть лишний вес. Инновационный пояс изготовлен из ткани, которая предотвращает потерю исходящей из тела тепловой энергии. Благодаря этому изделию вы сможете получить стройную фигуру, отчётливые контуры, плоский живот. Пояс эффективен не только при занятиях спортом. Вы можете надеть его и заниматься домашними делами, бегать или гулять.",400.0,94,2017-03-16,Company,735.0,0.0
950e315b80a0,Саратовская область,Саратов,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Платье,Платье отличное состояние.,400.0,22,2017-03-26,Private,398.0,0.0
40065ae53bc1,Нижегородская область,Нижний Новгород,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,110-116 см (4-6 лет),Демисезонная куртка Icepeak 116 р-р,"Куртка д/д фирмы Icepeak  116 р-ра, с утеплителем, ткань верха - водоотталкивающая мембрана,капюшон отстегивается,по низу куртки идет утяжка,швы проклеенны.Замеры: длина по спинке - 50 см, ширина под мышками - 42 см, длина рукава с плечом - 53 см, длина рукава - 46 см. В отличном состоянии.",1500.0,61,2017-03-17,Private,52.0,0.0
01862cf2fd69,Нижегородская область,Нижний Новгород,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,110-116 см (4-6 лет),Куртка джинсовая,,200.0,4,2017-03-22,Private,539.0,0.0
e49e078636fe,Ставропольский край,Ставрополь,Услуги,Предложение услуг,"Ремонт, строительство",Ремонт квартиры,,Плиточник-облицовщик,"не дорого ванная.кухня и т.д все виды плитки, керамогранита. качество.",,64,2017-03-19,Private,2264.0,0.2
e9d8dfa2227c,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Рубашки и блузки,44–46 (M),Кружевная блузка новая,"Кружевная блузка ""Fashion Style"", тёмно-синий цвет, с биркой, размер указан L (на российский 44, 44-46)/
Спереди на подкладке; спинка без подкладки, поэтому полупрозрачная./
Замеры: длина 50 см, полуобхват в груди 38 см, полуобхват в талии 36 см. Обошлась в 1200 руб, не пригодилась./
Отдаю символически за 150 руб, без примерок, смотрите замеры./
Район парка Гагарина",150.0,552,2017-03-17,Company,557.0,0.0
bcc867bb0b5a,Краснодарский край,Краснодар,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,Сумка guess оригинал,"Классная сумочка GUESS,абсолютно новая ,запакованная и с биркой ,мне не подошла по размеру ,жалко с ней расставаться ,но она лежит просто так",3700.0,9,2017-03-22,Private,333.0,0.80323
564e3e16c11d,Нижегородская область,Дзержинск,Недвижимость,Квартиры,Продам,Студия,Вторичка,"Студия, 41 м², 6/9 эт.","Светлая, тёплая квартира, сделан отличный ремонт по индивидуальному проекту, встроенная мебель, стиральная машинка , кухонный гарнитур, Стенли в прихожей и ещё куча разных мелочей, все остаётся, заезжай и живи!",2530000.0,59,2017-03-21,Company,1617.0,0.0
21d14a2f64b3,Иркутская область,Братск,Хобби и отдых,Музыкальные инструменты,Аксессуары,,,Чехол для бас гитары rockbag,"продам отличный чехол, пользовался не долго. состояние отличное как с магазина. кто не знает фирму, посмотрите в инете. чехол очень удобный, теплый и мягкий.",3500.0,44,2017-03-26,Company,2519.0,0.16266
eb9750f54e1e,Свердловская область,Екатеринбург,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Верхняя одежда,Без размера,Куртка мужская новая,"Новая мужская куртка. Заказывали из Великобритании., не подошла по размеру.",1900.0,18,2017-03-16,Private,649.0,0.0
c52fc2493a9e,Алтайский край,Барнаул,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,48–50 (XL),Теплое пальто с воротом из натурального меха,"Продам очень красивое пальто с воротом из натурального меха, утеплитель подшит внутри. Теплое. Снаружи ткань типа бархата. смотриться очень красиво. Для женщин, любящих быть неповторимыми и изысканными. Отличный вариант на переход из зимы в весну (на сейчас)",800.0,396,2017-03-18,Private,522.0,0.0
f4afe2e4d586,Татарстан,Казань,Недвижимость,Квартиры,Сдам,На длительный срок,1,"1-к квартира, 45 м², 6/10 эт.","Сдается на длительный срок 1 - комнатная квартира (45 кв.м), переделанная в 2-х комнатную квартиру, по ул. Максимова д. 40 на 6 этаже 10 этажного кирпичного дома, частично мебелированная, от собственника./
Развитая инфраструктура, детский сад, школа, больницы, удобная транспортная развязка, рядом остановки общественного транспорта и станция метро. /
Стоимость аренды 13 тысяч руб./мес.+коммунальные услуги./
Посредников просьба не беспокоить.",13000.0,6,2017-03-26,Company,,0.16255999999999998
425cd8bdc9dc,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",,,,Портмоне DG люкс кожаные новые. Доставка по Самар,"Портмоне D&G люкс кожаные новые. Доставка по Самаре день в день В упаковке пыльник и коробка. множество моделей в наличии В наличии много моделей. пишите звоните. Отправка в регионы. В наличии много других клатчей, портмоне, кошельков и т.д. большой выбор.",1403.0,2732,2017-03-22,Company,206.0,0.0
639f954acc27,Краснодарский край,Краснодар,Хобби и отдых,Велосипеды,Дорожные,,,"Новый Велосипед 26"" Stels Navigator-210 Gent","Манёвренный велосипед не заставит вас стоять в пробках и долго выбирать место для парковки.  Современный дизайн в виде приятной расцветки и стилизованных надписей, безусловно, понравится даже равнодушному к велоспорту человеку. Невозможно не заметить такие особенности, как корзинка и багажник. Разместите всё самое необходимое, освободив руки и плечи от лишней нагрузки, и наслаждайтесь поездкой./
Размер рамы: 19ˮ/
Размер колёс: 26ˮ./
Материал рамы: сталь./
Рекомендуемый рост, см 175 - 185/
Оплата при получении./
Звоните, Viber.",7890.0,58,2017-03-24,Company,2325.0,0.0
441a66e11fca,Иркутская область,Иркутск,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,146-152 см (10-12 лет),Плащ-пальто,"Плащ-пальто, подклад на флисе,почти новый.",1200.0,21,2017-03-17,Private,532.0,0.0
e209b97d19bd,Кемеровская область,Ленинск-Кузнецкий,Бытовая электроника,Телефоны,LG,,,Продам телефон LG L90,"Телефон в хорошем состоянии, носился в чехле, без потертостей, экран целый без трещин, размер 4.7 дюйма. Телефон поддерживает 2 сим карты и флешь карту. Хорошая батарея на 2540mAh держит довольно долго, фотокамера 8 мегапикселей.",5000.0,23,2017-03-17,Private,2932.0,0.76786
dcd3c1f5d56d,Нижегородская область,Нижний Новгород,Услуги,Предложение услуг,"Транспорт, перевозки",Переезды,,Газель 4м,переезды по городу области,350.0,19,2017-03-16,Private,,0.25
d63c1e5164ae,Саратовская область,Саратов,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Трикотаж,42–44 (S),Кофта,,600.0,45,2017-03-20,Private,573.0,0.0
4092d1564f55,Удмуртия,Ижевск,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Трикотаж и футболки,44–46 (S),Футболки мужские,"Новые футболки. Не подошли по размеру, по 500 каждая.",500.0,35,2017-03-20,Private,632.0,0.0
6c4d219b658f,Новосибирская область,Новосибирск,Бытовая электроника,Аудио и видео,Телевизоры и проекторы,,,Телевизор JVC,"Продам телевизор JVC, состояние очень хорошее, пульт, диагональ 26""(67см)",6000.0,5,2017-03-19,Private,2807.0,0.0
3283cec5703d,Саратовская область,Саратов,Личные вещи,Товары для детей и игрушки,Велосипеды и самокаты,,,Продаю новые велосипеды!!,"Продам новые велосипеды 3х колесные./
Вопросы по телефону /
Цены от 1000",1000.0,137,2017-03-21,Company,2370.0,0.27307
b8442c2252d7,Тульская область,Новомосковск,Услуги,Предложение услуг,Другое,,,Ремонт авто,"Подвеска,выхлопные системы, система охлаждения,  электрика, ремонт и замена вентиляторов печки, замена радиаторов, промывка радиаторов печки без сьема,  ремонт бортов газели, антикор и ремонт  днища, обработка  кузова - водостоки, арки, капот, багажник и т.д. Проливка порогов под давлением антикорозийным средством, полировка фар,  подготовка авто к продаже, шиномонтаж. и т.д. Беремся за сложные работы. Звоните узнавайте.",,155,2017-03-19,Private,2267.0,1.0
99c84c966f3e,Ставропольский край,Михайловск,Для дома и дачи,Растения,,,,Юкка,"Высота цветка от пола 1,70м. Продается вместе с горшком./
Возможна бесплатная доставка по городу Михайловску и в Ставрополь./
Торг уместен",4000.0,7,2017-03-18,Private,1736.0,0.0
9f8437a4003b,Татарстан,Азнакаево,Животные,Птицы,,,,Куры,"Продаются куры молодки красные и белые.Доставка бесплатно .Звоните,пишите любое время:)",,1,2017-03-23,Private,2214.0,0.39355
508d0c14dd82,Ставропольский край,Ставрополь,Хобби и отдых,Велосипеды,Детские,,,Велосипед детский,"Велосипед детский , в хорошем состоянии, размер колеса 12 . Имеются боковые колёсики и ручной тормоз . Все работает .",1800.0,330,2017-03-16,Company,2370.0,0.82668
5f939a91dcdb,Новосибирская область,Новосибирск,Личные вещи,Детская одежда и обувь,Для мальчиков,Трикотаж,146-152 см (10-12 лет),"Джемпер (кардиган) samm новый, р.52, школа, форма","Продам новый кардиган ТМ "" SAMM"" самм, арт. М9-04, цвет темно синий, размер 52. Покупали за 1950 руб. Подойдет как мальчику, так и девочке. Мы покупали как форму в школу, но вырос и не поносил... Отличное качество. Покупаем всю форму ТМ ""SAMM"" /
Состав: хлопок 100%/
Забирать на пл.Труда",1000.0,39,2017-03-21,Private,626.0,0.0
2908b7670cfc,Свердловская область,Екатеринбург,Личные вещи,Товары для детей и игрушки,Детские коляски,,,Продам детскую коляску трансформер,"Продам детскую коляску трансформер,зима-лето универсальная подойдет как для девочки так и для мальчика,отьездила один сезон в хорошем состоянии,выростит ещё много детей.",4500.0,4,2017-03-25,Private,1002.0,0.0
4ae2f6ab7e1b,Омская область,Омск,Бытовая электроника,Фототехника,Оборудование и аксессуары,,,Лампа Импульсная для студийных фотовспышек,"Лампа Импульсная для студийных фотовспышек. Подходит для вспышек мощностью 150-250 Дж (Вт)/
Могу перепаять сам..чисто символические 200 рублей)",1200.0,22,2017-03-28,Private,2979.0,0.0
f1419f569ea3,Красноярский край,Минусинск,Бытовая электроника,Планшеты и электронные книги,Планшеты,,,Samsung galaxy tab 2,"срочно продам, работает",2500.0,64,2017-03-19,Private,,0.76786
e94f771f3168,Алтайский край,Барнаул,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Трикотаж и футболки,Без размера,Футболка Reebok,"Мужская футболка Reebok. /
Размер: S, M, L, XL, 2XL. /
В отделе ""Гедеон"" широкий ассортимент футболок./
Мало-Тобольская, 28 Магазин ""1000 мелочей"" отдел ""Гедеон""",950.0,29,2017-03-15,Company,627.0,0.0
b706b2f3449b,Оренбургская область,Оренбург,Для дома и дачи,Ремонт и строительство,Инструменты,,,Балон азотный,продам балон азот на 50 литров атестован до 18 года,1500.0,22,2017-03-23,Private,1242.0,0.86521
98528b427009,Алтайский край,Барнаул,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Продам платья,"продам два платья,очень хорошие,не носила так как резко поправилась,покупала в европе за 1100 оба платья,отдам за 700 каждое,маечка в подарок.ТОРГ",700.0,27,2017-03-24,Private,386.0,0.0
af9a6c3b5a59,Оренбургская область,Оренбург,Услуги,Предложение услуг,"Ремонт, строительство","Строительство домов, коттеджей",,Бригада кровельщиков выполнит монтаж кровли,"Бригада со стажем кровельщиков выполнит монтаж,демонтаж кровли любой сложности,подшивка карниза,доборные элементы кровли(и их монтаж),установка водостоков,снегозадержателей.Строим каркасные дома.Выезд на место,замеры крыши,полный расчет материала.гарантия имеется.КАЧЕСТВЕННО!работаем в городе и по области.",600.0,37,2017-03-26,Private,1308.0,0.8
17b5f197b041,Омская область,Омск,Личные вещи,Детская одежда и обувь,Для мальчиков,Другое,,Комплект для маленького модника,"До 74 см роста. В комплекте: кофточка на молнии, капюшон с ушками фирмы disney; штанишки бриджики, пинетки 19 размера, 2 шапочки до 46-48 см все фирмы coolclub. В хорошем состоянии, после одного ребенка.",400.0,25,2017-03-21,Private,54.0,0.0
09c527aca863,Ярославская область,Рыбинск,Для дома и дачи,Ремонт и строительство,Окна и балконы,,,Продам деревянное окно,"Продам деревянное окно производства СК ""КЛЕСТ"". После корректировки проекта осталось невостребованным./
Размеры 540*1620. Стеклопакет - двухкамерный. Цвет - коричневый./
Доборы, наличники, козырек и подоконник прилагается",3000.0,1,2017-03-19,Private,1410.0,0.0
88eca4262e1e,Владимирская область,Владимир,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,110-116 см (4-6 лет),Комбинезон huppa р.110,"Практичный , симпатичный комбинезон, очень тёплый (полиэстер 300г.)",2200.0,76,2017-03-18,Private,94.0,0.0
a9428f07e843,Башкортостан,Уфа,Недвижимость,Квартиры,Продам,2,Вторичка,"2-к квартира, 55.4 м², 14/25 эт.","КВАРТИРА в географическом центре города в доме бизнес-класса!/
Бесшумные лифты, отделка холла керамогранитом./
Рядом школа,садик,поликлиника,магазины./
Цена актуальна только в марте. /
Возможна ипотека без первого взноса. Без комиссии.",3547000.0,119,2017-03-23,Company,2221.0,0.05193
aad9a7556c81,Ростовская область,Ростов-на-Дону,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,< 19,Босоножки Kapika,"Босоножки для девочки Kapika, в хорошем состоянии, р. 19, длина по стельке ок.11 см, супинатор, жесткий высокий задник, нат.кожа. Звонить до 20.00",1000.0,8,2017-03-19,Private,93.0,0.0
f9da744d2348,Алтайский край,Барнаул,Для дома и дачи,Посуда и товары для кухни,Товары для кухни,,,Ножницы кухонные,Новые,250.0,122,2017-03-27,Company,2453.0,0.0
36b9381fa5b3,Свердловская область,Екатеринбург,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,Туфли Clarks,"Кожаные туфли, надевала 3 раза",1000.0,4,2017-03-27,Private,445.0,0.20728000000000002
80322ebd6e84,Краснодарский край,Сочи,Бытовая электроника,Аудио и видео,Аксессуары,,,"Krell привод Philps cdm-9/44, в упаковке !!!!!!","Новый в упаковке привод для CD, отправлю в любой регион.",15000.0,299,2017-03-21,Company,1106.0,0.0
65a04dd9ecd6,Воронежская область,Россошь,Для дома и дачи,Ремонт и строительство,Садовая техника,,,Растягивающийся шланг,"Новинка! для садоводов! растягивающий шланг! 45 метров можно соединить два, три  по длиннее!",1000.0,54,2017-03-25,Private,1364.0,0.0
0b9d77b6fa70,Башкортостан,Уфа,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Другое,,Шарф,,1000.0,14,2017-03-20,Private,57.0,0.0
eb9350a66077,Ростовская область,Миллерово,Услуги,Предложение услуг,"Ремонт, строительство",Ремонт квартиры,,Сделаю ремонт,"Покраска,поклейка обоев,потолков",,15,2017-03-23,Private,,0.4
c81c8f8fc13e,Татарстан,Альметьевск,Недвижимость,Квартиры,Продам,3,Вторичка,"3-к квартира, 60 м², 6/9 эт.",Ремонт.Мебель.Кондиционер.Ч.П.,2200000.0,11,2017-03-15,Company,1449.0,0.07987000000000001
7ce0157173f0,Новосибирская область,Новосибирск,Личные вещи,Детская одежда и обувь,Для девочек,Трикотаж,110-116 см (4-6 лет),Кофта Sweet berry (110 см.),"Продам кофту Sweet berry на рост 110 см./
Состоянее удовлетворительное. Есть немного катышек./
Пятен нет./
Забирать и мерить на Проспекте Дзержинского (ост. Радиоколледж).",200.0,103,2017-03-25,Private,112.0,0.0
3c7ea01f3e2a,Свердловская область,Каменск-Уральский,Недвижимость,Квартиры,Продам,2,Вторичка,"2-к квартира, 49 м², 1/1 эт.",ПРОДАМ СРОЧНО,1400000.0,2,2017-03-21,Private,2219.0,0.0
124a97ba6fb3,Кемеровская область,Новокузнецк,Недвижимость,Квартиры,Продам,2,Вторичка,"2-к квартира, 45 м², 4/5 эт.","Отличная квартира с хорошим ремонтом. Санузел совместный-кафель,новая входная дверь,встроенная кухня,выровнены стены,в спальне натяжной потолок.Балкон застеклен. Светлая квартира,чистая продажа.",1950000.0,156,2017-03-20,Company,1191.0,0.07400000000000001
fc6c34a40bf5,Владимирская область,Владимир,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Другое,,Халат велюр р.50,"Покупала за 550, поправилась. Велюр , пр-во Иваново, 80% хлопок. Состояние нового. Размер указан 50.",200.0,147,2017-03-26,Company,605.0,0.0
a96ae89b5778,Волгоградская область,Волжский,Недвижимость,Комнаты,Сниму,На длительный срок,,Сниму комнату,"СРОЧНО. Девушка 28лет, срочно сниму комнату в общежитии гостиничного типа в Волжском (район неважен)./
В комнате обязательно должна быть мебель, душ-туалет-раковина, холодильник, стиралка, микроволновка, зеркало./
Либо рассмотрю варианты маленькой студии.  /
Бабушкины варианты с коврами не предлагать. ТОЛЬКО собственник.",,2,2017-03-23,Private,,0.19022
f91932004fe3,Владимирская область,Муром,Бытовая электроника,Настольные компьютеры,,,,Компьютер,Компьтер колонки самбуфер экран24 см для игр и работы,20000.0,2,2017-03-28,Private,2789.0,0.0
15838babe76f,Башкортостан,Уфа,Личные вещи,Товары для детей и игрушки,Детские коляски,,,Коляска-трансформер,"Коляска-трансформер. Коляска отлично подойдет детям с первых дней жизни до трехлетнего возраста. Коляска по высоте, длине и ширине — достаточно объемная и длинная для того, чтобы заменить в дороге удобное кресло или кроватку для сна. Мягкое дно прогулочного блока с регулируемой спинкой и подножкой идеально помогут маме усаживать и укладывать ребенка, не стесняя его движений. Большой и просторный капюшон при желании можно откидывать, открывая обзор для малыша во время прогулки, а солнцезащитный козырек на капюшоне отлично затеняет прогулочное сиденье.  4 одинарных колеса, большие надувные колеса обеспечивают хорошую проходимость даже по проселочным или грунтовым дорогам. Коляска-трансформер имеет пятиточечные ремни безопасности, которые без труда пристегиваются и фиксируются, не раздражая малыша. Ручка коляски легко настраивается по росту родителя и легко перекидывается в обратную сторону, изменяя направление движения. Пружинная амортизация способствует мягкому ходу коляски, а передние поворачивающиеся колеса помогают разворачивать ее непроходимых местах. При необходимости передние колеса блокируются для езды только прямо. Добавочный страховочный элемент в этой модели – это съемная перекладина перед ребенком. Дополнительно в комплект прилагается переносной конверт с крепкими ручками и верхним капюшоном (для перевозки в коляски детей первого полугодия жизни), мамина сумка, сетка от комаров, дождевик и накидка на ноги. Использовалась мало. В отличном состоянии.",5000.0,11,2017-03-22,Private,1002.0,0.0
