recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0
10,3) $200 - $350,264.47,1,0,Urban,1,Phone,No E-Mail,0
7,4) $350 - $500,430.46,1,0,Urban,0,Web,Mens E-Mail,1
9,1) $0 - $100,61.88,1,0,Surburban,0,Phone,No E-Mail,0
3,5) $500 - $750,624.55,1,1,Surburban,1,Multichannel,Womens E-Mail,1
1,2) $100 - $200,163.48,1,0,Rural,1,Phone,Womens E-Mail,0
2,5) $500 - $750,536.69,1,0,Surburban,1,Multichannel,Mens E-Mail,0
8,3) $200 - $350,214.14,1,0,Surburban,0,Phone,No E-Mail,1
1,1) $0 - $100,97.97,0,1,Urban,0,Web,No E-Mail,0
5,1) $0 - $100,67.64,0,1,Urban,1,Phone,Mens E-Mail,0
2,1) $0 - $100,83.29,0,1,Surburban,1,Phone,Mens E-Mail,0
8,2) $100 - $200,173.26,0,1,Urban,0,Phone,Womens E-Mail,0
2,3) $200 - $350,253.78,0,1,Surburban,0,Phone,Womens E-Mail,0
10,3) $200 - $350,327.79,1,0,Surburban,0,Phone,Womens E-Mail,0
1,2) $100 - $200,179.44,0,1,Surburban,0,Phone,No E-Mail,0
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0
7,3) $200 - $350,224.1,0,1,Urban,0,Phone,Mens E-Mail,0
8,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0
2,1) $0 - $100,52.63,0,1,Surburban,1,Web,No E-Mail,1
4,1) $0 - $100,75.0,0,1,Surburban,0,Web,Mens E-Mail,0
3,1) $0 - $100,74.72,0,1,Surburban,0,Phone,Womens E-Mail,0
9,2) $100 - $200,153.92,0,1,Surburban,0,Web,Womens E-Mail,0
11,1) $0 - $100,49.78,1,0,Surburban,1,Phone,Mens E-Mail,0
7,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0
1,1) $0 - $100,80.17,1,0,Urban,0,Phone,Womens E-Mail,0
8,1) $0 - $100,36.06,1,0,Surburban,0,Web,Womens E-Mail,0
10,3) $200 - $350,241.32,1,0,Urban,0,Web,No E-Mail,0
2,1) $0 - $100,53.83,1,0,Surburban,0,Phone,Womens E-Mail,0
1,2) $100 - $200,144.83,1,0,Surburban,0,Web,No E-Mail,0
1,3) $200 - $350,245.69,1,0,Urban,0,Web,No E-Mail,0
5,1) $0 - $100,74.74,1,0,Urban,0,Phone,No E-Mail,1
1,5) $500 - $750,555.43,0,1,Urban,1,Phone,Mens E-Mail,0
9,2) $100 - $200,163.23,1,0,Urban,1,Web,Mens E-Mail,0
8,5) $500 - $750,508.61,1,1,Urban,1,Multichannel,Womens E-Mail,0
3,3) $200 - $350,240.29,1,0,Surburban,0,Multichannel,Mens E-Mail,0
2,1) $0 - $100,48.86,1,0,Urban,1,Phone,Womens E-Mail,0
2,3) $200 - $350,264.08,1,0,Rural,0,Multichannel,Mens E-Mail,1
6,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0
2,2) $100 - $200,128.47,1,0,Surburban,1,Phone,Mens E-Mail,0
1,2) $100 - $200,134.14,1,0,Surburban,1,Phone,Womens E-Mail,1
2,2) $100 - $200,143.45,1,0,Urban,1,Phone,Mens E-Mail,0
1,1) $0 - $100,43.86,1,0,Surburban,0,Web,Mens E-Mail,0
2,4) $350 - $500,388.03,1,0,Rural,0,Web,Mens E-Mail,1
1,"7) $1,000 +",1574.02,1,0,Rural,1,Phone,Womens E-Mail,0
1,1) $0 - $100,38.27,1,0,Surburban,1,Phone,Womens E-Mail,0
5,1) $0 - $100,52.26,0,1,Urban,1,Web,Mens E-Mail,0
7,4) $350 - $500,395.69,1,0,Surburban,0,Phone,Womens E-Mail,0
1,3) $200 - $350,314.09,0,1,Surburban,0,Web,Womens E-Mail,0
1,3) $200 - $350,257.4,0,1,Surburban,0,Web,Mens E-Mail,0
1,4) $350 - $500,479.3,0,1,Urban,0,Phone,Womens E-Mail,0
9,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0
12,2) $100 - $200,123.87,0,1,Urban,0,Phone,Mens E-Mail,1
6,2) $100 - $200,138.72,1,0,Urban,0,Web,Womens E-Mail,0
10,3) $200 - $350,232.59,1,0,Urban,0,Phone,Womens E-Mail,0
2,5) $500 - $750,508.8,1,0,Surburban,1,Phone,No E-Mail,0
6,3) $200 - $350,202.49,0,1,Rural,0,Phone,Womens E-Mail,0
10,4) $350 - $500,458.77,1,0,Urban,0,Phone,No E-Mail,0
4,5) $500 - $750,647.92,0,1,Surburban,1,Phone,No E-Mail,0
6,3) $200 - $350,273.54,1,1,Urban,1,Web,No E-Mail,0
1,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0
2,1) $0 - $100,98.97,1,0,Urban,1,Web,Womens E-Mail,0
1,3) $200 - $350,263.8,1,0,Urban,1,Phone,No E-Mail,1
4,3) $200 - $350,281.74,0,1,Urban,0,Phone,Womens E-Mail,0
11,1) $0 - $100,46.2,0,1,Rural,0,Phone,Mens E-Mail,0
9,2) $100 - $200,163.29,1,0,Urban,0,Phone,Womens E-Mail,0
11,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0
4,"7) $1,000 +",1223.31,0,1,Surburban,1,Web,Womens E-Mail,0
3,3) $200 - $350,215.08,0,1,Rural,1,Web,Mens E-Mail,0
3,1) $0 - $100,63.99,1,0,Urban,0,Phone,Womens E-Mail,0
3,4) $350 - $500,356.85,1,1,Surburban,0,Phone,Womens E-Mail,0
2,2) $100 - $200,137.93,1,0,Surburban,1,Phone,No E-Mail,0
1,5) $500 - $750,519.36,1,0,Surburban,1,Web,Womens E-Mail,0
10,2) $100 - $200,140.5,1,0,Urban,0,Phone,Womens E-Mail,0
7,3) $200 - $350,293.76,0,1,Surburban,0,Phone,No E-Mail,0
4,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,1
3,3) $200 - $350,305.42,0,1,Urban,0,Web,Mens E-Mail,0
9,4) $350 - $500,455.74,1,0,Urban,0,Multichannel,Womens E-Mail,0
11,1) $0 - $100,71.21,0,1,Urban,1,Phone,Mens E-Mail,0
6,3) $200 - $350,251.03,1,0,Urban,0,Phone,No E-Mail,0
11,1) $0 - $100,73.15,1,0,Urban,1,Phone,Mens E-Mail,0
5,3) $200 - $350,202.81,0,1,Surburban,1,Phone,Womens E-Mail,0
4,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0
8,1) $0 - $100,38.04,0,1,Urban,0,Phone,No E-Mail,0
4,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0
9,3) $200 - $350,307.92,0,1,Rural,0,Web,Mens E-Mail,0
9,1) $0 - $100,96.42,0,1,Urban,1,Web,Mens E-Mail,1
12,1) $0 - $100,67.65,1,0,Urban,1,Web,No E-Mail,0
12,1) $0 - $100,98.35,1,0,Surburban,0,Phone,Womens E-Mail,0
8,1) $0 - $100,61.67,0,1,Surburban,0,Phone,No E-Mail,0
4,4) $350 - $500,355.37,0,1,Urban,0,Phone,Womens E-Mail,0
6,2) $100 - $200,147.63,1,0,Surburban,0,Phone,No E-Mail,0
11,2) $100 - $200,129.59,0,1,Surburban,1,Phone,Mens E-Mail,1
2,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,1
2,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0
10,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0
4,2) $100 - $200,110.16,0,1,Surburban,1,Phone,No E-Mail,0
10,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0
1,1) $0 - $100,84.33,0,1,Urban,0,Web,No E-Mail,0
7,2) $100 - $200,183.88,1,0,Surburban,1,Web,Mens E-Mail,0
6,2) $100 - $200,148.92,0,1,Urban,0,Phone,Womens E-Mail,0
2,2) $100 - $200,175.39,0,1,Surburban,0,Web,Mens E-Mail,0
3,2) $100 - $200,195.41,0,1,Urban,0,Phone,Mens E-Mail,0
12,2) $100 - $200,158.7,0,1,Urban,1,Web,Womens E-Mail,0
9,3) $200 - $350,206.37,1,0,Surburban,0,Phone,No E-Mail,0
2,1) $0 - $100,85.63,1,0,Urban,1,Web,Womens E-Mail,0
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0
7,1) $0 - $100,89.25,1,0,Urban,0,Phone,Mens E-Mail,0
6,3) $200 - $350,208.4,0,1,Urban,1,Phone,Womens E-Mail,1
9,2) $100 - $200,103.85,0,1,Urban,1,Phone,Womens E-Mail,0
4,2) $100 - $200,175.4,1,0,Urban,0,Phone,Mens E-Mail,0
5,"6) $750 - $1,000",851.75,1,1,Surburban,1,Multichannel,Mens E-Mail,0
3,3) $200 - $350,280.86,0,1,Surburban,0,Phone,Mens E-Mail,0
2,3) $200 - $350,212.57,0,1,Surburban,0,Web,Mens E-Mail,0
10,1) $0 - $100,66.49,0,1,Surburban,1,Web,Womens E-Mail,0
5,3) $200 - $350,319.94,0,1,Surburban,0,Multichannel,No E-Mail,0
10,2) $100 - $200,169.89,1,0,Urban,0,Phone,Mens E-Mail,0
5,4) $350 - $500,389.47,1,0,Urban,0,Phone,Mens E-Mail,0
11,"6) $750 - $1,000",760.29,1,1,Urban,1,Web,Mens E-Mail,0
6,1) $0 - $100,97.88,1,0,Surburban,0,Web,Womens E-Mail,0
1,1) $0 - $100,98.83,0,1,Rural,0,Phone,Womens E-Mail,0
2,1) $0 - $100,33.77,1,0,Urban,0,Phone,Mens E-Mail,1
5,3) $200 - $350,212.14,0,1,Urban,0,Web,No E-Mail,1
10,5) $500 - $750,576.91,1,0,Surburban,1,Phone,Mens E-Mail,0
9,3) $200 - $350,220.2,0,1,Surburban,0,Web,Womens E-Mail,0
3,3) $200 - $350,237.33,1,0,Surburban,0,Web,Womens E-Mail,0
1,2) $100 - $200,192.04,0,1,Surburban,1,Web,No E-Mail,0
5,2) $100 - $200,181.51,0,1,Surburban,0,Phone,Womens E-Mail,0
2,"6) $750 - $1,000",849.91,1,0,Surburban,1,Web,Mens E-Mail,0
2,3) $200 - $350,315.31,1,0,Rural,0,Web,No E-Mail,0
3,5) $500 - $750,543.14,1,1,Surburban,1,Multichannel,Mens E-Mail,0
7,3) $200 - $350,319.78,0,1,Surburban,0,Web,No E-Mail,0
9,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0
10,1) $0 - $100,87.81,0,1,Surburban,1,Web,No E-Mail,0
11,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0
2,5) $500 - $750,578.58,0,1,Urban,1,Web,Mens E-Mail,0
8,1) $0 - $100,75.74,0,1,Surburban,1,Web,Womens E-Mail,0
1,2) $100 - $200,123.39,0,1,Surburban,0,Web,No E-Mail,0
1,"6) $750 - $1,000",813.13,1,1,Rural,1,Web,Womens E-Mail,1
7,2) $100 - $200,163.27,1,0,Surburban,1,Phone,No E-Mail,0
4,1) $0 - $100,90.73,1,0,Surburban,0,Web,No E-Mail,0
2,4) $350 - $500,409.09,0,1,Rural,0,Web,Mens E-Mail,1
6,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0
2,2) $100 - $200,177.9,1,0,Urban,0,Phone,Mens E-Mail,0
5,2) $100 - $200,198.88,0,1,Rural,0,Web,Womens E-Mail,0
8,2) $100 - $200,179.13,0,1,Surburban,1,Phone,Mens E-Mail,0
2,1) $0 - $100,42.18,0,1,Urban,0,Phone,No E-Mail,1
3,"7) $1,000 +",1222.51,0,1,Surburban,1,Multichannel,No E-Mail,1
10,1) $0 - $100,34.17,1,0,Urban,1,Web,No E-Mail,0
3,2) $100 - $200,182.7,0,1,Urban,0,Web,No E-Mail,1
7,2) $100 - $200,147.99,1,0,Urban,0,Phone,Mens E-Mail,1
9,3) $200 - $350,205.13,1,1,Urban,1,Multichannel,No E-Mail,0
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0
6,1) $0 - $100,43.59,0,1,Rural,0,Web,Mens E-Mail,1
4,1) $0 - $100,46.11,1,0,Rural,0,Phone,Womens E-Mail,0
10,2) $100 - $200,134.95,0,1,Rural,1,Web,Mens E-Mail,1
6,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0
2,4) $350 - $500,394.91,1,0,Urban,1,Phone,Womens E-Mail,1
6,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0
4,3) $200 - $350,264.55,1,0,Surburban,1,Multichannel,Mens E-Mail,0
10,3) $200 - $350,301.0,1,1,Rural,0,Phone,Womens E-Mail,0
4,2) $100 - $200,184.13,0,1,Urban,1,Web,No E-Mail,0
1,5) $500 - $750,611.88,0,1,Rural,1,Web,Womens E-Mail,0
10,2) $100 - $200,120.16,1,0,Rural,0,Phone,Womens E-Mail,0
4,2) $100 - $200,100.75,1,0,Surburban,0,Phone,No E-Mail,0
9,1) $0 - $100,69.74,0,1,Urban,0,Web,Mens E-Mail,0
1,3) $200 - $350,224.17,0,1,Urban,1,Web,Womens E-Mail,0
9,2) $100 - $200,114.64,0,1,Rural,1,Web,Womens E-Mail,1
10,1) $0 - $100,75.85,1,0,Surburban,1,Web,No E-Mail,0
11,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,1
11,1) $0 - $100,65.62,1,0,Surburban,0,Phone,Womens E-Mail,0
2,5) $500 - $750,560.87,0,1,Urban,1,Web,No E-Mail,1
1,5) $500 - $750,564.04,0,1,Surburban,1,Multichannel,No E-Mail,0
2,"7) $1,000 +",1245.21,0,1,Surburban,1,Web,No E-Mail,0
11,2) $100 - $200,165.44,0,1,Surburban,1,Web,Womens E-Mail,0
1,2) $100 - $200,173.49,1,0,Surburban,1,Phone,Mens E-Mail,0
12,2) $100 - $200,195.47,0,1,Surburban,0,Phone,Womens E-Mail,0
5,2) $100 - $200,123.93,0,1,Surburban,0,Web,Mens E-Mail,0
11,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0
12,1) $0 - $100,94.95,1,0,Urban,0,Phone,Mens E-Mail,0
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0
5,2) $100 - $200,171.28,0,1,Urban,1,Web,Mens E-Mail,1
9,3) $200 - $350,203.13,1,1,Surburban,0,Web,No E-Mail,1
1,5) $500 - $750,523.85,1,0,Rural,1,Multichannel,No E-Mail,0
2,2) $100 - $200,117.04,1,0,Urban,1,Web,No E-Mail,0
11,1) $0 - $100,45.36,0,1,Urban,0,Web,Womens E-Mail,0
9,1) $0 - $100,44.56,1,0,Rural,1,Phone,No E-Mail,0
9,2) $100 - $200,133.76,0,1,Surburban,1,Web,Womens E-Mail,0
3,2) $100 - $200,131.08,0,1,Surburban,0,Phone,Womens E-Mail,0
12,2) $100 - $200,148.32,0,1,Urban,0,Phone,Mens E-Mail,1
3,3) $200 - $350,250.31,0,1,Surburban,0,Web,Womens E-Mail,0
1,1) $0 - $100,41.18,1,0,Rural,1,Web,Mens E-Mail,1
11,4) $350 - $500,364.98,1,1,Urban,0,Web,No E-Mail,0
9,2) $100 - $200,197.72,1,0,Rural,1,Web,Womens E-Mail,1
5,3) $200 - $350,316.47,0,1,Urban,0,Multichannel,Womens E-Mail,0
2,5) $500 - $750,679.65,0,1,Urban,1,Phone,Womens E-Mail,0
9,1) $0 - $100,94.89,1,0,Surburban,1,Phone,No E-Mail,0
9,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0
2,2) $100 - $200,179.99,0,1,Rural,0,Phone,No E-Mail,0
11,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0
4,1) $0 - $100,72.25,0,1,Urban,1,Web,Womens E-Mail,0
8,1) $0 - $100,37.46,0,1,Urban,0,Web,Womens E-Mail,0
2,2) $100 - $200,190.71,1,0,Surburban,0,Web,No E-Mail,0
3,4) $350 - $500,377.06,1,0,Surburban,0,Multichannel,Womens E-Mail,0
6,3) $200 - $350,226.35,0,1,Urban,1,Web,No E-Mail,0
9,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0
4,2) $100 - $200,132.29,1,0,Urban,1,Web,Womens E-Mail,0
6,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0
3,3) $200 - $350,230.61,1,1,Surburban,1,Phone,No E-Mail,0
10,1) $0 - $100,42.19,1,0,Urban,0,Phone,Mens E-Mail,0
12,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,0
3,2) $100 - $200,181.31,0,1,Surburban,1,Web,Mens E-Mail,0
2,2) $100 - $200,174.45,0,1,Surburban,0,Phone,No E-Mail,0
9,3) $200 - $350,283.99,1,1,Surburban,1,Web,Womens E-Mail,1
3,2) $100 - $200,119.52,0,1,Surburban,1,Phone,No E-Mail,1
1,2) $100 - $200,188.35,0,1,Urban,0,Web,No E-Mail,0
6,1) $0 - $100,69.44,0,1,Rural,1,Web,No E-Mail,0
2,1) $0 - $100,35.98,1,0,Urban,0,Phone,Mens E-Mail,0
6,1) $0 - $100,48.78,0,1,Surburban,0,Web,No E-Mail,0
3,2) $100 - $200,120.25,0,1,Urban,1,Phone,No E-Mail,0
11,1) $0 - $100,53.58,0,1,Rural,0,Web,Womens E-Mail,0
11,5) $500 - $750,549.32,0,1,Rural,1,Multichannel,No E-Mail,0
4,1) $0 - $100,44.18,0,1,Urban,0,Phone,No E-Mail,0
4,2) $100 - $200,132.05,0,1,Surburban,0,Phone,Mens E-Mail,0
4,3) $200 - $350,325.26,1,0,Urban,0,Multichannel,Mens E-Mail,1
7,1) $0 - $100,39.1,0,1,Urban,0,Phone,Womens E-Mail,0
10,1) $0 - $100,89.89,1,0,Urban,1,Phone,No E-Mail,0
10,2) $100 - $200,134.26,0,1,Urban,1,Phone,No E-Mail,0
4,3) $200 - $350,296.89,1,0,Surburban,0,Multichannel,Womens E-Mail,0
3,1) $0 - $100,65.04,1,0,Surburban,0,Phone,Womens E-Mail,0
1,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,1
3,5) $500 - $750,669.58,1,0,Surburban,1,Web,Womens E-Mail,1
5,3) $200 - $350,223.27,1,0,Surburban,0,Web,Womens E-Mail,0
1,2) $100 - $200,176.33,1,0,Urban,0,Phone,Womens E-Mail,0
2,4) $350 - $500,425.33,1,1,Urban,0,Phone,Womens E-Mail,0
2,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0
9,3) $200 - $350,219.56,0,1,Rural,0,Phone,No E-Mail,1
2,4) $350 - $500,401.12,0,1,Urban,0,Web,Mens E-Mail,0
2,3) $200 - $350,286.78,0,1,Surburban,0,Multichannel,Mens E-Mail,0
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1
7,1) $0 - $100,43.49,0,1,Surburban,1,Phone,Mens E-Mail,0
9,2) $100 - $200,173.68,0,1,Surburban,0,Phone,Womens E-Mail,1
1,5) $500 - $750,593.07,0,1,Urban,1,Multichannel,No E-Mail,0
9,2) $100 - $200,137.28,0,1,Urban,1,Web,Womens E-Mail,1
10,2) $100 - $200,128.9,0,1,Urban,1,Web,Mens E-Mail,0
1,4) $350 - $500,425.13,1,0,Urban,1,Phone,Mens E-Mail,0
6,1) $0 - $100,82.75,0,1,Surburban,0,Phone,Womens E-Mail,1
2,3) $200 - $350,310.62,0,1,Urban,0,Phone,No E-Mail,0
4,2) $100 - $200,110.36,1,0,Rural,1,Phone,Womens E-Mail,0
1,"6) $750 - $1,000",769.7,1,1,Surburban,1,Phone,No E-Mail,1
5,1) $0 - $100,63.0,1,0,Urban,0,Phone,Mens E-Mail,0
4,4) $350 - $500,354.46,0,1,Rural,0,Web,No E-Mail,0
2,"6) $750 - $1,000",775.66,0,1,Urban,1,Multichannel,Womens E-Mail,0
1,2) $100 - $200,104.56,1,0,Urban,0,Phone,Womens E-Mail,1
2,3) $200 - $350,345.13,0,1,Surburban,0,Phone,No E-Mail,1
2,2) $100 - $200,146.03,0,1,Urban,1,Phone,No E-Mail,0
4,1) $0 - $100,58.56,0,1,Rural,0,Web,No E-Mail,0
4,3) $200 - $350,249.16,0,1,Urban,0,Phone,Womens E-Mail,0
6,1) $0 - $100,29.99,1,0,Rural,1,Web,Womens E-Mail,0
6,2) $100 - $200,129.72,1,0,Surburban,1,Phone,Womens E-Mail,0
11,3) $200 - $350,289.03,1,0,Rural,0,Phone,Womens E-Mail,0
7,2) $100 - $200,111.31,1,0,Surburban,0,Web,No E-Mail,0
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0
10,"7) $1,000 +",1030.25,1,0,Surburban,1,Multichannel,Mens E-Mail,1
6,1) $0 - $100,53.11,0,1,Surburban,1,Phone,Mens E-Mail,0
7,1) $0 - $100,84.63,1,0,Surburban,0,Web,No E-Mail,0
1,1) $0 - $100,63.19,1,0,Surburban,1,Phone,Mens E-Mail,0
4,3) $200 - $350,232.63,0,1,Rural,0,Web,Womens E-Mail,1
5,1) $0 - $100,42.43,0,1,Surburban,0,Web,No E-Mail,0
1,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0
4,3) $200 - $350,250.41,0,1,Rural,1,Web,No E-Mail,0
6,3) $200 - $350,342.75,0,1,Rural,1,Phone,No E-Mail,0
12,2) $100 - $200,131.3,1,0,Surburban,0,Web,Mens E-Mail,0
2,2) $100 - $200,166.0,0,1,Surburban,1,Web,No E-Mail,0
6,5) $500 - $750,527.27,0,1,Surburban,1,Multichannel,No E-Mail,0
1,3) $200 - $350,269.48,1,0,Rural,0,Phone,Womens E-Mail,0
11,2) $100 - $200,164.8,1,0,Surburban,1,Phone,Womens E-Mail,0
4,1) $0 - $100,55.2,1,0,Urban,1,Phone,Womens E-Mail,0
9,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0
4,4) $350 - $500,491.25,1,0,Urban,0,Web,No E-Mail,0
4,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0
3,2) $100 - $200,180.14,1,0,Surburban,0,Web,Womens E-Mail,0
9,1) $0 - $100,94.43,1,0,Surburban,0,Web,No E-Mail,1
5,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0
9,2) $100 - $200,146.18,0,1,Rural,1,Phone,Mens E-Mail,0
6,2) $100 - $200,118.4,1,0,Urban,1,Phone,No E-Mail,0
4,"6) $750 - $1,000",934.62,1,0,Rural,1,Multichannel,No E-Mail,0
5,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0
10,3) $200 - $350,247.9,1,0,Surburban,1,Web,Womens E-Mail,0
5,4) $350 - $500,377.23,1,0,Urban,0,Web,Womens E-Mail,0
3,2) $100 - $200,134.45,1,0,Surburban,1,Phone,Mens E-Mail,0
6,4) $350 - $500,475.2,1,0,Urban,1,Multichannel,Womens E-Mail,0
1,"6) $750 - $1,000",776.82,0,1,Surburban,1,Phone,Womens E-Mail,0
1,1) $0 - $100,95.7,0,1,Surburban,0,Phone,Womens E-Mail,0
6,4) $350 - $500,475.96,1,0,Surburban,0,Multichannel,No E-Mail,0
5,1) $0 - $100,32.99,0,1,Surburban,1,Web,No E-Mail,0
3,2) $100 - $200,100.74,1,0,Rural,1,Phone,Mens E-Mail,0
10,2) $100 - $200,100.07,1,0,Surburban,0,Phone,No E-Mail,0
4,1) $0 - $100,45.58,1,0,Rural,1,Phone,No E-Mail,0
12,3) $200 - $350,249.19,1,0,Surburban,0,Multichannel,No E-Mail,0
1,2) $100 - $200,161.13,0,1,Urban,1,Web,Womens E-Mail,0
4,5) $500 - $750,708.83,1,1,Surburban,1,Multichannel,No E-Mail,0
8,3) $200 - $350,210.24,1,0,Urban,1,Web,Mens E-Mail,1
11,2) $100 - $200,112.91,1,0,Urban,0,Web,Womens E-Mail,0
10,1) $0 - $100,45.16,1,0,Urban,0,Phone,Womens E-Mail,0
10,3) $200 - $350,241.75,0,1,Urban,1,Phone,Mens E-Mail,0
6,1) $0 - $100,79.87,1,0,Urban,1,Phone,No E-Mail,0
7,4) $350 - $500,353.94,1,0,Surburban,1,Phone,No E-Mail,0
10,1) $0 - $100,51.93,1,0,Urban,1,Phone,Mens E-Mail,0
2,4) $350 - $500,406.09,0,1,Rural,0,Web,Womens E-Mail,1
10,2) $100 - $200,142.56,0,1,Surburban,0,Web,No E-Mail,1
5,2) $100 - $200,180.99,0,1,Surburban,1,Phone,Mens E-Mail,0
3,3) $200 - $350,330.02,0,1,Urban,1,Web,Womens E-Mail,0
1,3) $200 - $350,311.85,1,0,Surburban,0,Web,No E-Mail,0
8,2) $100 - $200,124.12,1,0,Surburban,1,Web,Mens E-Mail,0
4,2) $100 - $200,162.67,0,1,Urban,0,Phone,Womens E-Mail,0
8,5) $500 - $750,509.23,1,0,Urban,1,Web,Womens E-Mail,1
3,1) $0 - $100,45.67,0,1,Urban,0,Web,Mens E-Mail,1
6,3) $200 - $350,285.16,0,1,Urban,0,Multichannel,Womens E-Mail,1
3,2) $100 - $200,155.08,0,1,Surburban,1,Phone,No E-Mail,0
10,3) $200 - $350,223.85,1,0,Urban,0,Web,Womens E-Mail,0
1,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0
3,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0
5,"6) $750 - $1,000",964.11,1,0,Urban,1,Multichannel,Mens E-Mail,0
1,2) $100 - $200,181.43,1,0,Surburban,0,Web,Mens E-Mail,0
6,3) $200 - $350,210.42,1,0,Rural,0,Phone,No E-Mail,0
10,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0
5,5) $500 - $750,541.28,1,1,Rural,1,Multichannel,No E-Mail,0
2,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0
9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0
11,3) $200 - $350,220.86,1,1,Surburban,1,Phone,Mens E-Mail,0
10,1) $0 - $100,34.97,1,0,Rural,1,Web,No E-Mail,0
5,1) $0 - $100,50.04,0,1,Urban,1,Web,Mens E-Mail,0
5,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,1
6,"6) $750 - $1,000",982.76,1,1,Urban,1,Web,Womens E-Mail,1
5,1) $0 - $100,94.25,0,1,Urban,1,Phone,No E-Mail,0
2,1) $0 - $100,30.12,0,1,Surburban,0,Web,Mens E-Mail,1
9,1) $0 - $100,98.22,1,0,Urban,1,Web,Mens E-Mail,0
1,2) $100 - $200,133.41,1,0,Surburban,1,Phone,Mens E-Mail,0
4,2) $100 - $200,100.71,0,1,Surburban,0,Web,Mens E-Mail,0
11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0
9,1) $0 - $100,51.17,1,0,Rural,1,Web,No E-Mail,0
5,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0
5,3) $200 - $350,319.66,0,1,Urban,0,Web,Womens E-Mail,0
9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0
7,2) $100 - $200,101.88,1,0,Rural,1,Web,Womens E-Mail,0
9,"7) $1,000 +",1348.03,1,0,Urban,1,Phone,Mens E-Mail,0
2,"7) $1,000 +",1672.81,1,0,Surburban,1,Phone,Womens E-Mail,0
9,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0
1,3) $200 - $350,228.26,0,1,Urban,0,Web,Mens E-Mail,0
10,5) $500 - $750,587.1,1,0,Urban,1,Multichannel,Womens E-Mail,0
2,5) $500 - $750,500.4,1,0,Urban,1,Phone,No E-Mail,0
1,"7) $1,000 +",1283.4,1,0,Urban,1,Multichannel,Womens E-Mail,0
